date,US_Stocks,Intl_Stocks,Bonds,Gold,Crypto,Real_Estate,Cash
2/22/2005,-0.003286016,-0.002244864,-0.002595849,-0.0019778,-0.018684807,-0.001867201,2.0127289225110515e-05
2/23/2005,-0.013957985,-0.005341476,0.001365606,-0.005644703,-0.00229906,-0.022117031,0.00018554
2/24/2005,-0.004239828,-0.019871627,-0.001728519,0.003762346,-0.058194915,-0.01290968,-0.000441033
2/25/2005,-0.001416953,0.003403208,-0.003863186,-0.011303428,-0.001005117,-0.010413676,0.000243357
2/26/2005,0.009554162,-0.003205767,0.00381987,-0.007988752,0.043958866,-0.006731692,4.5880896640972226e-05
2/27/2005,-0.001449243,-1.84E-05,-0.000435088,0.004664298,-0.039350567,0.001618421,0.000455143
2/28/2005,0.006528887,0.014233825188903879,-0.003412961,0.002158383,0.026003463422515673,0.008048181,-0.000904271
3/1/2005,-0.017402146,-0.00886659,0.003505555,0.004642534,-0.028055057,-0.01368401,0.00019583
3/2/2005,-0.032696971,-0.027340413,0.002560715,-0.004290201,-0.03842497,-0.022192909,-0.000527604
3/3/2005,-0.001874702,-0.024403531,-0.001728042,0.008584591,-0.009941619,-0.009110317,0.000556243
3/4/2005,-0.001563882,-0.018151457,-0.000792174,-0.014987539,-0.036117545,-0.012312682,0.000167795
3/5/2005,0.013101550459780086,0.011236656318269327,0.003619937,0.001726706,-0.011274801,0.01785806,-0.000466798
3/6/2005,0.012367993441055686,0.015405056256847306,0.003080575,0.005942456,0.006766177,0.001627149,-0.00016271
3/7/2005,0.012799425072082312,0.002317109,0.007930731,0.008876012,0.019387966674681165,0.004728697,0.000298261
3/8/2005,0.003027801,0.004469895,0.003055297,0.00102705,0.019270764285521536,0.006475057,-0.000187621
3/9/2005,0.003279846,-0.001845862,0.007138148,0.013642055961868488,0.013377436230512338,0.018561745,0.000132979
3/10/2005,-0.006187492,0.003379822,-0.004377622,-0.020349465,-0.011585268,-0.013679222,-0.001146468
3/11/2005,0.007611406,-0.002784594,0.00716629,0.010452275,-0.008951896,0.003184257,0.000803079
3/12/2005,-0.012082117,-0.012388744,0.000857474,-0.005717787,0.010199109934091306,0.001349247,-0.000587795
3/13/2005,-0.003464148,0.011916703460022502,-0.003959556,0.011698612558500968,0.000373558,0.011097112762230731,0.000444102
3/14/2005,0.010402313705824475,0.005231238,-0.00195127,0.0049342,0.013451361828107267,0.011040820202837278,0.000251046
3/15/2005,-9.75E-05,-0.000828583,0.002428851,0.005254412,0.000609008,0.007742,-0.000461762
3/16/2005,-0.004816495,-0.008134218,0.001647593,0.011468099367717961,0.003045723,-0.006016695,-0.00028257
3/17/2005,0.028111044,0.028734499976855007,0.004722347,0.007493324,0.034720434,0.014991122298476251,-0.00081954
3/18/2005,0.010875041001687496,0.007885106,-1.67E-05,0.007738493,-0.005264774,0.004476925,0.000748254
3/19/2005,-0.006937599,0.001091098,-0.00926535,0.007496532,0.02012272,0.004770254,-0.000496281
3/20/2005,-0.001919152,-0.005015555,-0.000442701,-0.004217571,-0.014747196,-0.000199956,0.000753245
3/21/2005,-0.001194657,-0.007877233,0.001289668,0.001380977,-0.003500823,-0.002071109,-0.000158318
3/22/2005,-0.017390362,-0.016021743,-0.003427485,-0.011504298,0.006488454,-0.00747785,-0.001318883
3/23/2005,0.01288586,0.024582265,0.003565027,0.006554381,0.014136305441945003,0.021758641,3.7784126826854414e-05
3/24/2005,0.010114724,0.011113354471425557,0.005891484,0.003320032,-0.033221476,-0.002487664,0.000371902
3/25/2005,0.000542715,0.004858687,-0.002240737,-0.015415186,0.014646758593154986,-0.003311075,-0.00058915
3/26/2005,-0.002438607,-0.002105095,0.001865506,-0.001663509,-0.024815865,0.002678896,0.000716645
3/27/2005,0.005080113,0.003481256,0.003570567,0.007223631,0.011635897879840104,0.008957482,-0.000387282
3/28/2005,-0.015918196,-0.009942427,-0.006268312,-0.002777067,-0.012161327,-0.021740839,-0.001146815
3/29/2005,-0.012836275,-0.018617082,0.007779477,-0.002363007,-0.031722456,-0.017345688,0.000248169
3/30/2005,-0.001906581,-0.005220055,0.00103623,-0.003601585,0.002430829,-0.008287975,0.001247131
3/31/2005,-0.017794143,-0.028933695,-0.001503717,-0.003437309,-0.022462197,-0.011738815,0.000702154
4/1/2005,0.011139306662270271,0.001078917,-0.00651334,0.002146703,0.051126479877760984,0.001748577,0.000542449
4/2/2005,0.000602473,0.007255876,0.000622939,0.009251354,-0.008748191,0.015080199959516554,-0.000802175
4/3/2005,0.003070814,-0.001369524,0.003389754,0.019568108,0.005219301,0.00629541,0.001426153
4/4/2005,-0.014960174,0.00051728,-0.000187628,0.010356623677240374,-0.028011249,-0.01311302,0.00012077
4/5/2005,0.000687541,-0.00376688,-0.001612842,0.003103594,-0.0051125,0.002634849,-0.000378743
4/6/2005,0.00400616,-0.005516843,0.005041831,-0.01535831,-0.003647628,0.012167800022240187,-0.001263321
4/7/2005,0.010466892096723988,-0.001288114,0.007286105,0.010544029574906303,0.006744815,0.004991679,0.000851425
4/8/2005,-0.015902443,-0.020233582,-0.005275474,0.00287491,-0.025937522,-0.005517868,0.000443252
4/9/2005,0.005286594,0.007912421,0.004680892,-0.002532451,0.004340557,-0.000561976,-0.000541617
4/10/2005,-0.004526491,-0.010514439,0.002703233,0.001537174,-0.01073183,-0.011641128,1.2916446546573071e-05
4/11/2005,0.007743403,-0.011833728,0.001877793,0.002972656,0.019590948510659574,-0.00085746,-0.00065633
4/12/2005,-0.001294527,0.004192011,-0.000869139,-0.0106509,-0.055130159,-0.00371818,0.000184914
4/13/2005,-0.004531046,-0.007192531,-0.001099434,-0.001907441,0.008385731,-0.006867494,0.000249014
4/14/2005,0.023652124034253853,0.02770088,0.002071385,0.001373578,0.034133705,0.014968785284172526,0.000347968
4/15/2005,0.010715191968606232,0.008010668,-0.004989764,-0.000557817,0.008862384,0.012474970719871104,0.000630718
4/16/2005,-0.012188099,0.004217522,-0.00729011,-0.005690192,-0.009069094,-0.007688457,-0.000880243
4/17/2005,0.007101604,0.004073007,-0.002320413,-0.003468222,0.015965433,0.00671096,-0.000360862
4/18/2005,0.015157885,0.014499311577892434,-0.001564109,0.011366209447698856,0.029415571694715936,0.022798073958426587,0.001783604
4/19/2005,-0.004954403,-0.005055862,0.000221312,0.006391254,-0.010127333,-0.007026113,0.001719684
4/20/2005,-0.012775628,-0.006880173,-0.00306303,0.001667457,0.010416485437416426,0.002605102,0.001181861
4/21/2005,-0.006490632,0.004214508,-0.005515509,-0.003212353,-0.019979493,-0.003418275,-0.000503514
4/22/2005,0.008166466,0.00344684,0.001596402,-0.002039651,0.006105721,-0.004083428,0.000471421
4/23/2005,-0.010628652,-0.009200301,-0.00729143,-0.007528801,-0.006443222,-0.011303032,0.000176969
4/24/2005,-0.005384845,-0.009348442,-2.15E-05,0.005274302,-0.002596125,0.007212369,0.000534088
4/25/2005,0.001612024,-0.000286386,-0.001615212,-0.007227372,4.7194601661878924e-05,0.000947943,-0.000275813
4/26/2005,0.00189817,0.004580153,-0.00069334,0.006591308,0.00968759,-0.00598388,-0.000150288
4/27/2005,-0.009915072,-0.018039108,0.00265659,-0.012906111,-0.033582521,-0.004686965,4.997169261427708e-05
4/28/2005,-0.008775481,0.006348197,-0.001915082,-0.006309923,-0.028356852,-0.015507106,0.000891603
4/29/2005,-0.004184973,-0.013448478,-0.003257294,0.001551951,-0.041414408,-0.009618296,-0.00062142
4/30/2005,0.007312062,0.012985410344646241,0.00385994,0.003595277,0.019394854,-0.00462628,4.6569296230291105e-05
5/1/2005,-0.005580372,-0.004843406,0.001438528,0.007221753,0.006279086,-0.002046497,0.000340226
5/2/2005,-0.013393684,-0.021220485,-0.002453596,-0.00049682,-0.063407711,-0.010291366,0.000728476
5/3/2005,-0.00806906,-0.008677134,0.002444355,0.005270642,-0.037421491,-0.008178179,0.000253266
5/4/2005,0.008601451,0.002944426,0.000222765,-0.012538472,0.047046317,0.000261953,0.000234323
5/5/2005,-0.009505719,-0.025760404,-0.004527963,-0.003662749,-0.003377099,-0.014972227,-3.45E-05
5/6/2005,-0.016804861,-0.01057882,0.00905997,-0.005184189,-0.045916181,-0.004754725,-0.000183312
5/7/2005,-0.007763609,0.006476047,-0.002241888,-0.002602228,0.019398564,-0.00766635,0.000413383
5/8/2005,-0.02090905,-0.009306301,0.003752772,-0.006160663,-0.020876521,-0.011445868,0.000489247
5/9/2005,0.002438005,0.000205773,-0.001392932,-0.009623492,0.005532642,0.003234969,2.396966961426005e-06
5/10/2005,-0.011314579,-0.017340878,0.00194074,-0.006015178,-0.029364305,-0.000979896,0.001389659
5/11/2005,-0.001592979,0.008199336,0.000858795,0.001489095,0.009808075,-0.005559125,0.000491346
5/12/2005,0.00295223,0.005508298,0.000821251,0.001981759,-0.00660744,-0.006539563,-0.000337352
5/13/2005,-0.008441052,0.003119758,0.000879776,0.003715772,-0.037532356,0.00525035,-0.000264275
5/14/2005,-0.007732979,-0.008853375,-0.002762659,0.015266092453456805,-0.054142957,-0.004133912,0.000542009
5/15/2005,-0.00400716,0.004076553,0.000266292,0.010407005,-0.008416621,0.002398802,0.001300137
5/16/2005,0.017076022572286065,0.020059046,0.001244789,0.009491556,0.017506763756674405,0.016334828885171807,0.00038396
5/17/2005,-0.001535665,0.005498499,0.000861639,0.002277052,0.040455008,-0.002113628,0.000498981
5/18/2005,-0.009466182,-0.004305494,-0.001164455,-0.011128721,-0.006208243,-0.005797253,0.000874449
5/19/2005,-0.001229931,-0.012772166,-0.003534624,-0.00390291,0.028095099624832493,0.001564003,0.000539956
5/20/2005,0.018137124868234385,0.001325332,-0.004622186,0.016496734059462104,0.013422352811745931,0.002790746,0.000601842
5/21/2005,-0.009149587,-0.011951493,-0.004656713,0.004478868,-0.015911977,-0.00483246,0.000964123
5/22/2005,0.001818618,-0.007369979,-0.000932511,0.000721674,-0.022408137,-0.011815665,-0.000373436
5/23/2005,0.012461019068008995,0.016846448,0.002584673,-0.008039264,0.023390607459080035,0.000700101,0.000946003
5/24/2005,-0.011703715,-0.006579566,0.00296413,0.003462588,-0.021222057,-0.006138601,0.000532418
5/25/2005,-0.013065812,0.000681904,-0.00249166,-0.011216735,-0.028003556,0.001130701,0.00101466
5/26/2005,0.001166858,0.001520489,0.002695457,0.003318889,-0.008037385,0.005528329,-0.000226745
5/27/2005,-0.01183559,-0.010277974,-0.001680321,-0.014623402,0.014489063440983227,-0.014085009,0.000349399
5/28/2005,0.005961286,0.010534767006698897,-0.000773138,0.014243451,0.024338365169343675,0.011019612287808215,0.001162594
5/29/2005,0.010382098016856607,0.028941868,0.000202487,0.00416681,0.022004668402235746,0.016580727,0.000787549
5/30/2005,0.006758707,0.004351705,0.005482075,-0.00315327,0.000504914,-0.008061482,0.001002687
5/31/2005,0.005433795,0.004445095,-0.002490664,-0.001670882,0.018295137608063942,-0.001310452,2.2681003481812795e-05
6/1/2005,-0.003842752,-0.015310332,0.003293615,0.00299942,-0.024810539,-0.021929141,-0.000943669
6/2/2005,0.008019698,0.013505891161202432,0.002635749,0.014081062709572455,0.002870587,0.003825337,0.000188316
6/3/2005,-0.00526571,-0.003446348,-0.005723404,0.010106717970548186,-0.010460492,-0.006311615,-0.000212232
6/4/2005,-0.015804906,-0.022308466,0.006373197,-0.00243673,-0.030605791,-0.012715832,0.000382346
6/5/2005,-0.007664184,-0.012089684,-0.001240443,-0.004393995,-0.003531314,-0.007433498,4.023203501602395e-06
6/6/2005,-0.005369797,-0.005221564,-0.007551135,-0.00636717,-0.016964739,-0.004548608,0.000469683
6/7/2005,-0.015164649,-0.007790198,0.003241199,0.021081550522694968,-0.001037389,-0.011033611,-0.000356476
6/8/2005,-0.003110463,0.008959144,0.001506673,0.008533091,-0.020444702,-0.005262585,0.000690041
6/9/2005,-0.010113738,0.005127371,0.000180853,0.000624028,-0.010132443,-0.013242015,0.000740055
6/10/2005,-0.018943718,-0.019946015,-0.005510672,-0.011670387,-0.019018847,-0.003090346,8.23509520174559e-05
6/11/2005,0.004721692,0.009803705,0.006311824,-0.000359958,0.018984982058883135,0.004687471,0.000467834
6/12/2005,-0.00174628,-0.006780141,0.001913921,-0.011794608,0.012529800971177913,0.001858388,-0.000156045
6/13/2005,-0.009831243,-0.011302393,-0.004240316,-0.003333709,-0.033947454,-0.006671521,-0.000938092
6/14/2005,-0.000991615,-0.019074506,-0.004142877,0.002210811,-0.043937279,0.002215286,0.001010098
6/15/2005,-0.003301484,0.004701171,-0.009151177,-0.013765904,-0.028471811,-0.010122788,0.001239588
6/16/2005,0.011020933,0.038566971,0.003879228,0.00193713,0.025086673112279027,0.010885259944805804,0.000533195
6/17/2005,-0.010970972,-0.012078099,-0.003692641,-0.004466125,-0.015535937,-0.009527324,-0.000195707
6/18/2005,0.016448939224351186,0.009844662,0.006277494,0.008299434,0.041521156340773184,0.017027635,0.000829927
6/19/2005,0.02340923,0.019342743450627194,0.003743259,-0.002878658,0.032792979,0.016156037,-0.000479432
6/20/2005,0.012258940973145597,0.007539113,0.002990624,0.008276945,-0.010220654,0.000265548,0.000157377
6/21/2005,-0.003263541,-0.003666273,-3.94E-05,-0.010033835,-0.011528751,-0.008135381,0.000335306
6/22/2005,0.006114816,-0.006360654,0.006641432,0.004675392,-0.000354441,-0.001874351,-0.000562471
6/23/2005,0.00702129,0.013950377428277722,-0.001408571,-0.004716744,0.013258269535952997,0.012261155424499928,0.000194014
6/24/2005,-0.009125381,-0.008629694,0.000135058,0.006109869,0.034605937,-0.002457636,4.2415710532218673e-05
6/25/2005,-0.00985371,0.007347548,-0.001932218,0.001281351,0.004617104,0.005185989,-0.000796624
6/26/2005,-0.024956239,-0.011117603,-0.004318364,0.002749967,0.019287309475015103,-0.010902683,0.000414361
6/27/2005,-0.005895398,-0.015411936,-0.002419648,-0.00108446,-0.041700458,-0.008721466,-0.000764833
6/28/2005,0.007102083,0.000117179,0.004077954,-0.003103596,-0.004977296,0.010318297546919153,-0.001140083
6/29/2005,-0.016418154,-0.007267749,-0.003752065,0.0081067,-0.000531264,-0.01095827,5.215774669824719e-05
6/30/2005,-0.002608897,-0.007650795,-0.005236505,-0.0063187,-0.012723311,-2.08E-07,-0.000134143
7/1/2005,0.008372375,0.021627793510087187,-0.003043768,-0.003642251,0.018347591224729825,0.005822641,-0.000187703
7/2/2005,-0.010772136,-0.005260189,-0.001959495,-0.017714697,-0.028131579,-0.011929309,-1.74E-05
7/3/2005,0.005749372,-0.006258149,-0.007149979,-0.007383174,0.008249884,-0.004966464,0.000233067
7/4/2005,0.016392624,0.037125721,0.005306287,0.007799576,0.014811076016103557,0.007494573,0.000269904
7/5/2005,-0.006122958,-0.004734194,-0.003088249,0.000985806,0.008845579,-0.002971468,0.000664227
7/6/2005,0.008748673,0.004926217,0.000934524,-0.003337957,0.000168483,0.007733356,0.000735298
7/7/2005,-0.008517817,0.004112813,-0.000246078,-0.004328043,-0.010792581,-0.006960764,-0.000781952
7/8/2005,0.010959894338829363,0.010184130808159537,0.002917797,0.006595504,0.024920992839260258,0.009957053,0.000138339
7/9/2005,-0.002484857,-0.012345444,-0.00412808,0.011172750435423116,-0.01091977,0.003081585,0.000455574
7/10/2005,-0.024061063,-0.016740907,-0.002993625,-0.001080446,-0.028944248,-0.019734083,-0.000368805
7/11/2005,0.004878338,0.006845219,0.002180184,0.000560546,0.005762339,0.00311122,0.000858091
7/12/2005,0.002249511,4.6367638576805324e-05,0.000554277,0.021101711512437407,-0.031585579,-0.002728737,-0.000518637
7/13/2005,0.024896037,0.008717122,-0.001623214,-0.001180542,0.047473493410484506,0.000845343,0.000318787
7/14/2005,0.010202690223844237,0.014808229557844534,-0.003014044,0.003890918,0.037993028,0.006848639,0.000828759
7/15/2005,0.005843743,-0.002733213,-0.000220132,0.006886976,0.004251594,0.001366208,0.001191282
7/16/2005,0.025510680064316282,0.025852675310207844,0.005848944,-0.004123479,0.024145442033233506,0.012718300853570055,-0.000235517
7/17/2005,-0.022456003,-0.014169894,0.001249169,0.002834644,-0.039404937,-0.023780455,0.00028904
7/18/2005,-0.01961868,-0.025513007,-0.004229587,-0.00700925,-0.021559959,-0.010834511,0.001206989
7/19/2005,0.008419774,-0.004601495,0.004952408,-0.002303008,-0.005132543,0.002442253,-0.000282019
7/20/2005,0.001489369,0.012198175,-0.002883766,-0.006259897,0.02972644,0.003206763,-0.000879722
7/21/2005,-0.016224105,-0.005327895,0.001336999,0.001280969,-0.037614225,-0.01007725,0.001434148
7/22/2005,-0.006244288,0.002036249,0.001368884,-0.001397962,0.022485511234223356,0.00375817,0.000442346
7/23/2005,0.002754379,-0.015057719,0.007768948,0.004075729,-0.02797476,-0.006509407,-0.000481997
7/24/2005,-0.001184029,0.009322226,-0.001747967,-0.00021361,0.004601472,0.002559096,-5.57E-05
7/25/2005,-0.003623413,0.005532118,0.002399368,-0.01068652,-0.007572412,-0.001972624,0.000762076
7/26/2005,0.010258488145026324,0.005794855,0.00343732,-0.001320128,-0.011857381,0.005455945,0.000874872
7/27/2005,-0.011316925,0.00502917,0.001691792,-0.013744388,0.002503453,0.004148638,-0.001094319
7/28/2005,-0.008210764,-0.004072728,-0.005214422,-0.009382982,-0.015453819,-0.010831855,-0.000211547
7/29/2005,0.006003395,0.020836995939808787,-0.003582776,0.001563398,0.018078831859933156,0.002786893,0.000319214
7/30/2005,-0.003399848,-0.007119497,0.002597265,0.00043294,-0.032339088,-0.006725973,2.0162530450585733e-05
7/31/2005,0.001089232,0.00458412,0.00705638,0.005327834,-0.014780717,-0.001602196,-3.61E-05
8/1/2005,0.002164839,-0.020584385,0.004192548,0.005867014,0.000669602,-0.002508999,-0.000157759
8/2/2005,-0.030032863,-0.009839988,0.006888654,-0.004305922,-0.064539342,-0.012060144,0.000865867
8/3/2005,-0.006638767,-0.015011932,-0.000868511,-0.008468784,-0.020913599,-0.010760392,-0.000116922
8/4/2005,-0.004966262,0.003225515,-0.004579136,-0.00760736,0.016172988109627445,0.003223215,-0.000160048
8/5/2005,0.011507293138458633,0.021666057,0.004533342,0.004007328,0.007010602,0.019478949,-0.000472413
8/6/2005,-0.017682578,-0.026361971,-0.003169081,-0.009198616,-0.037314153,-0.020258388,0.000621629
8/7/2005,-0.022523648,-0.033385875,-0.008289802,-0.004855674,-0.036081118,-0.013087263,9.339562212059053e-05
8/8/2005,0.00425882,0.003558327,-0.003425596,0.013615539059340914,0.001431699,0.002213317,-0.001672717
8/9/2005,-0.005052836,-0.012032525,6.75796382906204e-05,-0.014543299,0.012086587041085286,-0.011085484,-0.000634175
8/10/2005,-0.004553179,-0.006274782,-0.004014451,-0.010047633,-0.002137523,-0.007261878,-0.000574215
8/11/2005,-0.003043387,-0.000162419,-0.00108678,-0.008810634,0.008557442,0.006744964,-1.56E-05
8/12/2005,0.020789519674466884,0.029536318854647144,0.002756758,0.001465598,0.004036524,0.011693427979972599,0.000440313
8/13/2005,0.019487859517175344,0.015245665142591385,-0.003577078,-0.003453214,0.035321369,0.017208543,0.000298592
8/14/2005,0.015883858038979622,0.011019437406441433,0.002331036,-0.005413481,-0.008666227,0.006639966,0.000771464
8/15/2005,0.006678298,0.012883543743125642,-0.000943957,0.000269738,0.025982729,0.003637017,-0.000435622
8/16/2005,-0.000459496,0.004820891,-0.007120924,0.022048031710638932,-0.00781745,0.011130106467535447,-0.000519337
8/17/2005,-0.014545879,-0.023960961,0.003074758,-0.006050983,-0.001742405,-0.01175933,-0.000312769
8/18/2005,0.002558589,0.011511633163306879,0.002236966,0.007991329,0.017633754,0.013987646981494828,1.815403690385812e-05
8/19/2005,0.012983136,0.015431476842054245,0.01323184,-0.002714534,-0.001604824,0.007538675,0.000440449
8/20/2005,0.015365647078206495,0.011216519356854094,0.004044349,-0.004072989,0.016245659275335375,-0.000254705,-0.000298327
8/21/2005,-0.025706661,-0.020337762,0.001363429,-0.000322198,-0.038091964,-0.020513112,0.000383823
8/22/2005,0.014660512,0.013026359,-0.002459981,-0.004156817,0.017160159457318427,0.007137887,0.000275738
8/23/2005,-0.014176489,-0.004657101,0.001766109,0.000298825,-0.056023335,-0.01276209,-0.000595552
8/24/2005,-0.014685674,0.007497796,0.001990201,-0.007161572,-0.010317705,0.001541809,0.000251704
8/25/2005,0.000874577,0.000668144,0.005198817,-0.002618835,-0.0061306,0.001783344,-0.00049671
8/26/2005,-0.009689204,-0.029556718,0.003450223,-0.006870423,-0.019299559,-0.007346958,5.5996739849515525e-05
8/27/2005,0.012123102015201496,0.016708385324612565,-0.000464531,-0.001473732,0.021972222,0.004829798,-0.000175169
8/28/2005,-0.0105012,0.00246729,0.002567363,0.002118392,0.033742473,-0.001020377,-0.000103553
8/29/2005,0.000118827,-0.005123474,0.004407104,0.007020401,-0.009281082,-0.006255407,-9.79E-05
8/30/2005,-0.00284853,-0.002410927,0.002948932,0.002389712,-0.002351207,-0.00595316,-0.000697965
8/31/2005,-0.013069766,-0.019517766,-0.000831427,0.001706118,0.009642707,-0.004265252,0.000309309
9/1/2005,-0.006821191,-0.005355619,0.001589427,-0.008623104,-0.007313478,-0.009906335,0.001223962
9/2/2005,0.016725707108029026,0.007870629,0.004065986,-0.003840951,-0.002417817,-0.002936744,-0.000228977
9/3/2005,-0.000718193,0.001327853,0.00163796,2.6192352312068973e-05,0.00503917,-0.005319813,-5.28E-05
9/4/2005,-0.010815116,-0.009095493,0.002194621,0.006245958,-0.01334091,-0.011951259,0.000383891
9/5/2005,-0.013114437,-0.015814653,0.002570669,-0.000521887,-0.04552979,-0.010461163,-0.000926414
9/6/2005,0.01253164,0.026498064,0.000637331,0.000763721,0.020032004,0.003833358,0.000145316
9/7/2005,-0.008342321,0.001739953,0.001065235,-0.000835535,-0.033162695,-0.004572962,0.000685971
9/8/2005,0.021262100570961267,0.011220592795279948,0.00596842,0.005130083,0.070914254,0.022777504,0.000164408
9/9/2005,-0.023099088,-0.01021694,-0.001828176,-0.011301986,-0.012339413,-0.018927442,-0.001028288
9/10/2005,0.008806233,0.012441832429045169,0.002786885,-0.013049573,0.001436126,0.003756587,4.6251759785459986e-05
